"Name","Self Time","Self Time (CPU)","Total Time","Total Time (CPU)","Hits"
"org.hibernate.engine.jdbc.connections.internal.DatasourceConnectionProviderImpl.closeConnection ()","1,943 ms (0%)","1,943 ms (0%)","287,292 ms (0%)","248,418 ms (0%)","82"
"org.apache.tomcat.util.buf.ByteChunk.equalsIgnoreCase ()","1,907 ms (0%)","1,907 ms (0%)","1,907 ms (0%)","1,907 ms (0%)","2"
"org.apache.catalina.core.ContainerBase.logAccess ()","1,784 ms (0%)","1,784 ms (0%)","1,784 ms (0%)","1,784 ms (0%)","2"
"org.hibernate.sql.exec.spi.JdbcParameterBindings.registerParametersForEachJdbcValue ()","1,784 ms (0%)","1,784 ms (0%)","17,636 ms (0%)","17,636 ms (0%)","5"
"com.fasterxml.jackson.databind.deser.DeserializerCache._hasCustomHandlers ()","1,612 ms (0%)","1,612 ms (0%)","1,612 ms (0%)","1,612 ms (0%)","1"
"org.hibernate.sql.results.jdbc.internal.JdbcValuesSourceProcessingStateStandardImpl$$Lambda$3033.0x0000000801b96228.accept ()","1,612 ms (0%)","1,612 ms (0%)","26,337 ms (0%)","26,337 ms (0%)","4"
"org.hibernate.persister.entity.mutation.InsertCoordinatorStandard.getTableInclusionChecker ()","4,192 ms (0%)","1,397 ms (0%)","4,891 ms (0%)","2,096 ms (0%)","7"
"jakarta.servlet.http.HttpServletRequestWrapper.getMethod ()","1,311 ms (0%)","1,311 ms (0%)","1,311 ms (0%)","1,311 ms (0%)","5"
"org.apache.tomcat.util.net.AbstractEndpoint.processSocket ()","1,300 ms (0%)","1,300 ms (0%)","84,237 ms (0%)","31,496 ms (0%)","12"
"com.fasterxml.jackson.core.json.UTF8JsonGenerator._writeStringSegment ()","1,300 ms (0%)","1,300 ms (0%)","1,300 ms (0%)","1,300 ms (0%)","1"
"org.hibernate.internal.NonContextualJdbcConnectionAccess.releaseConnection ()","1,300 ms (0%)","1,300 ms (0%)","288,593 ms (0%)","249,718 ms (0%)","83"
"io.micrometer.common.KeyValue.compareTo ()","1,101 ms (0%)","1,101 ms (0%)","1,101 ms (0%)","1,101 ms (0%)","4"
"io.micrometer.core.instrument.MeterRegistry.registerMeterIfNecessary ()","993 ms (0%)","993 ms (0%)","1,976 ms (0%)","1,976 ms (0%)","6"
"org.hibernate.event.internal.DefaultFlushEntityEventListener.getDirtyProperties ()","929 ms (0%)","929 ms (0%)","6,122 ms (0%)","6,122 ms (0%)","4"
"org.mariadb.jdbc.message.client.QueryPacket.encode ()","808 ms (0%)","808 ms (0%)","450,632 ms (0%)","450,632 ms (0%)","80"
"org.hibernate.event.internal.AbstractFlushingEventListener.prepareEntityFlushes ()","793 ms (0%)","793 ms (0%)","626,958 ms (0%)","626,958 ms (0%)","118"
"com.example.sns_project.service.PostService.getPopularPosts ()","758 ms (0%)","758 ms (0%)","1,058,996 ms (0.1%)","243,191 ms (0%)","204"
"jakarta.servlet.http.HttpServletRequestWrapper.getRequestURI ()","701 ms (0%)","701 ms (0%)","701 ms (0%)","701 ms (0%)","1"
"org.apache.catalina.mapper.Mapper.internalMap ()","701 ms (0%)","701 ms (0%)","27,156 ms (0%)","27,156 ms (0%)","5"
"org.apache.coyote.http11.Http11InputBuffer.parseRequestLine ()","700 ms (0%)","700 ms (0%)","8,082 ms (0%)","8,082 ms (0%)","6"
"org.hibernate.type.descriptor.java.AbstractClassJavaType.getJavaType ()","698 ms (0%)","698 ms (0%)","698 ms (0%)","698 ms (0%)","1"
"org.hibernate.query.sqm.sql.BaseSqmToSqlAstConverter.getCurrentClauseStack ()","698 ms (0%)","698 ms (0%)","698 ms (0%)","698 ms (0%)","1"
"org.hibernate.Hibernate.getClass ()","698 ms (0%)","698 ms (0%)","698 ms (0%)","698 ms (0%)","1"
"org.hibernate.engine.spi.EffectiveEntityGraph.getSemantic ()","698 ms (0%)","698 ms (0%)","698 ms (0%)","698 ms (0%)","1"
"io.micrometer.core.instrument.MeterRegistry.getOrCreateMeter ()","695 ms (0%)","695 ms (0%)","982 ms (0%)","982 ms (0%)","3"
"jakarta.servlet.http.HttpServletRequestWrapper.getServletPath ()","695 ms (0%)","695 ms (0%)","695 ms (0%)","695 ms (0%)","2"
"org.mariadb.jdbc.client.impl.StandardReadableByteBuf.readUnsignedShort ()","695 ms (0%)","695 ms (0%)","695 ms (0%)","695 ms (0%)","1"
"com.fasterxml.jackson.databind.deser.impl.JDKValueInstantiators.findStdValueInstantiator ()","651 ms (0%)","651 ms (0%)","651 ms (0%)","651 ms (0%)","1"
"org.antlr.v4.runtime.atn.BasicState.getStateType ()","625 ms (0%)","625 ms (0%)","625 ms (0%)","625 ms (0%)","2"
"org.antlr.v4.runtime.atn.ATNConfigSet$ConfigEqualityComparator.hashCode ()","625 ms (0%)","625 ms (0%)","625 ms (0%)","625 ms (0%)","4"
"org.antlr.v4.runtime.atn.ATNConfig.<init> ()","625 ms (0%)","625 ms (0%)","625 ms (0%)","625 ms (0%)","3"
"org.hibernate.engine.internal.StatefulPersistenceContext.setEntryStatus ()","605 ms (0%)","605 ms (0%)","1,193 ms (0%)","1,193 ms (0%)","3"
"org.hibernate.query.internal.ParameterMetadataImpl.visitParameters ()","605 ms (0%)","605 ms (0%)","605 ms (0%)","605 ms (0%)","1"
"io.jsonwebtoken.impl.JwtMap.setDate ()","605 ms (0%)","605 ms (0%)","605 ms (0%)","605 ms (0%)","1"
"org.hibernate.sql.results.graph.collection.internal.AbstractCollectionInitializer.getCollectionInstance ()","588 ms (0%)","588 ms (0%)","588 ms (0%)","588 ms (0%)","2"
"org.hibernate.engine.spi.LoadQueryInfluencers.hasSubselectLoadableCollectionsEnabledInProfile ()","576 ms (0%)","576 ms (0%)","576 ms (0%)","576 ms (0%)","1"
"com.fasterxml.jackson.core.json.JsonReadContext.createRootContext ()","574 ms (0%)","574 ms (0%)","574 ms (0%)","574 ms (0%)","2"
"org.hibernate.sql.results.graph.entity.internal.EntityJoinedFetchInitializer.resolveKey ()","555 ms (0%)","555 ms (0%)","696,397 ms (0%)","696,397 ms (0%)","214"
"org.hibernate.type.descriptor.java.LongJavaType.wrap ()","555 ms (0%)","555 ms (0%)","555 ms (0%)","555 ms (0%)","1"
"org.hibernate.type.CollectionType.replaceElements ()","555 ms (0%)","555 ms (0%)","59,892 ms (0%)","59,892 ms (0%)","23"
"org.hibernate.event.internal.AbstractFlushingEventListener.prepareCollectionFlushes ()","412 ms (0%)","412 ms (0%)","204,049 ms (0%)","204,049 ms (0%)","39"
"io.netty.util.internal.shaded.org.jctools.queues.BaseMpscLinkedArrayQueue.offer ()","410 ms (0%)","410 ms (0%)","410 ms (0%)","410 ms (0%)","2"
"org.apache.catalina.authenticator.AuthenticatorBase.invoke ()","406 ms (0%)","406 ms (0%)","50,443,367 ms (2.6%)","41,663,578 ms (3%)","3,457"
"io.lettuce.core.codec.ByteArrayCodec.estimateSize ()","406 ms (0%)","406 ms (0%)","406 ms (0%)","406 ms (0%)","1"
"com.fasterxml.jackson.databind.introspect.POJOPropertiesCollector._addCreators ()","399 ms (0%)","399 ms (0%)","696 ms (0%)","696 ms (0%)","4"
"org.hibernate.metamodel.mapping.Bindable.forEachJdbcValue ()","397 ms (0%)","397 ms (0%)","397 ms (0%)","397 ms (0%)","1"
"com.fasterxml.jackson.databind.ser.std.NumberSerializers$LongSerializer.serialize ()","397 ms (0%)","397 ms (0%)","12,225 ms (0%)","12,225 ms (0%)","2"
"io.netty.channel.socket.nio.NioSocketChannel.isActive ()","395 ms (0%)","395 ms (0%)","395 ms (0%)","395 ms (0%)","1"
"org.mariadb.jdbc.message.server.CachedPrepareResultPacket.incrementUse ()","378 ms (0%)","378 ms (0%)","378 ms (0%)","378 ms (0%)","1"
"org.hibernate.loader.internal.IdentifierLoadAccessImpl.coerceId ()","378 ms (0%)","378 ms (0%)","378 ms (0%)","378 ms (0%)","1"
"com.fasterxml.jackson.databind.util.internal.LinkedDeque.offerLast ()","378 ms (0%)","378 ms (0%)","378 ms (0%)","378 ms (0%)","1"
"com.zaxxer.hikari.pool.HikariPool.getConnection ()","378 ms (0%)","378 ms (0%)","2,198,188 ms (0.1%)","169,153 ms (0%)","608"
"com.fasterxml.jackson.databind.deser.DeserializerCache.<init> ()","378 ms (0%)","378 ms (0%)","2,711 ms (0%)","2,711 ms (0%)","3"
"com.fasterxml.jackson.core.json.JsonReadContext.createChildObjectContext ()","344 ms (0%)","344 ms (0%)","344 ms (0%)","344 ms (0%)","1"
"com.fasterxml.jackson.databind.deser.BeanDeserializer.vanillaDeserialize ()","344 ms (0%)","344 ms (0%)","44,781 ms (0%)","44,781 ms (0%)","9"
"org.hibernate.internal.AbstractSharedSessionContract.createQuery ()","344 ms (0%)","344 ms (0%)","138,014 ms (0%)","138,014 ms (0%)","106"
"org.antlr.v4.runtime.atn.ParserATNSimulator.closure_ ()","312 ms (0%)","312 ms (0%)","5,629 ms (0%)","5,629 ms (0%)","197"
"org.antlr.v4.runtime.atn.ParserATNSimulator.canDropLoopEntryEdgeInLeftRecursiveRule ()","312 ms (0%)","312 ms (0%)","1,250 ms (0%)","1,250 ms (0%)","4"
"org.antlr.v4.runtime.CodePointBuffer$Builder.appendArrayByte ()","312 ms (0%)","312 ms (0%)","312 ms (0%)","312 ms (0%)","1"
"org.antlr.v4.runtime.misc.MurmurHash.initialize ()","312 ms (0%)","312 ms (0%)","312 ms (0%)","312 ms (0%)","1"
"org.antlr.v4.runtime.atn.LoopEndState.getStateType ()","312 ms (0%)","312 ms (0%)","312 ms (0%)","312 ms (0%)","1"
"org.antlr.v4.runtime.atn.ATNConfig.hashCode ()","312 ms (0%)","312 ms (0%)","312 ms (0%)","312 ms (0%)","1"
"org.antlr.v4.runtime.misc.Array2DHashSet.getOrAddImpl ()","312 ms (0%)","312 ms (0%)","1,250 ms (0%)","1,250 ms (0%)","4"
"org.antlr.v4.runtime.atn.RuleTransition.getSerializationType ()","312 ms (0%)","312 ms (0%)","312 ms (0%)","312 ms (0%)","1"
"org.antlr.v4.runtime.misc.MurmurHash.finish ()","312 ms (0%)","312 ms (0%)","312 ms (0%)","312 ms (0%)","1"
"org.antlr.v4.runtime.atn.ATNConfigSet$AbstractConfigHashSet.createBucket ()","312 ms (0%)","312 ms (0%)","312 ms (0%)","312 ms (0%)","2"
"org.antlr.v4.runtime.atn.SingletonPredictionContext.size ()","312 ms (0%)","312 ms (0%)","312 ms (0%)","312 ms (0%)","1"
"org.antlr.v4.runtime.atn.SingletonPredictionContext.getReturnState ()","312 ms (0%)","312 ms (0%)","312 ms (0%)","312 ms (0%)","1"
"org.antlr.v4.runtime.atn.ATNState.getNumberOfTransitions ()","312 ms (0%)","312 ms (0%)","312 ms (0%)","312 ms (0%)","1"
"org.apache.tomcat.util.net.AbstractEndpoint.getHandler ()","312 ms (0%)","312 ms (0%)","312 ms (0%)","312 ms (0%)","1"
"io.micrometer.observation.ObservationHandler$FirstMatchingCompositeObservationHandler.supportsContext ()","303 ms (0%)","303 ms (0%)","303 ms (0%)","303 ms (0%)","1"
"io.jsonwebtoken.impl.Base64UrlCodec.decode ()","303 ms (0%)","303 ms (0%)","8,775 ms (0%)","8,775 ms (0%)","2"
"com.fasterxml.jackson.core.util.TextBuffer.contentsAsString ()","303 ms (0%)","303 ms (0%)","23,254 ms (0%)","23,254 ms (0%)","4"
"com.fasterxml.jackson.databind.ser.BeanSerializer.serialize ()","302 ms (0%)","302 ms (0%)","48,068 ms (0%)","47,668 ms (0%)","57"
"com.fasterxml.jackson.core.json.JsonWriteContext.clearAndGetParent ()","302 ms (0%)","302 ms (0%)","302 ms (0%)","302 ms (0%)","1"
"com.example.sns_project.dto.CommentHierarchyDTO.getContent ()","302 ms (0%)","302 ms (0%)","302 ms (0%)","302 ms (0%)","1"
"com.example.sns_project.dto.CommentHierarchyDTO.getPostId ()","302 ms (0%)","302 ms (0%)","302 ms (0%)","302 ms (0%)","1"
"io.micrometer.core.instrument.Meter$Id.<init> ()","302 ms (0%)","302 ms (0%)","302 ms (0%)","302 ms (0%)","1"
"com.example.sns_project.dto.CommentHierarchyDTO.getId ()","302 ms (0%)","302 ms (0%)","302 ms (0%)","302 ms (0%)","1"
"io.netty.buffer.PoolThreadCache.cacheForNormal ()","302 ms (0%)","302 ms (0%)","302 ms (0%)","302 ms (0%)","1"
"org.apache.tomcat.util.buf.MessageBytes.equalsIgnoreCase ()","302 ms (0%)","302 ms (0%)","2,209 ms (0%)","2,209 ms (0%)","3"
"com.example.sns_project.dto.CommentHierarchyDTO.getReplies ()","302 ms (0%)","302 ms (0%)","302 ms (0%)","302 ms (0%)","1"
"org.apache.coyote.Request.queryString ()","302 ms (0%)","302 ms (0%)","302 ms (0%)","302 ms (0%)","1"
"org.apache.tomcat.util.buf.ByteChunk.append ()","301 ms (0%)","301 ms (0%)","301 ms (0%)","301 ms (0%)","2"
"org.hibernate.loader.internal.IdentifierLoadAccessImpl.load ()","600 ms (0%)","300 ms (0%)","588,840 ms (0%)","543,184 ms (0%)","235"
"org.apache.tomcat.util.buf.CharChunk.allocate ()","300 ms (0%)","300 ms (0%)","300 ms (0%)","300 ms (0%)","1"
"com.fasterxml.jackson.core.sym.CharsToNameCanonicalizer.findSymbol ()","297 ms (0%)","297 ms (0%)","5,019 ms (0%)","5,019 ms (0%)","4"
"com.example.sns_project.service.CommentService.getRootComments ()","294 ms (0%)","294 ms (0%)","1,097,783 ms (0.1%)","986,823 ms (0.1%)","235"
"org.mariadb.jdbc.client.result.rowdecoder.BinaryRowDecoder.decodeTimestamp ()","294 ms (0%)","294 ms (0%)","1,718,586 ms (0.1%)","1,718,586 ms (0.1%)","254"
"com.example.sns_project.service.CommentService.lambda$getRootComments$4 ()","294 ms (0%)","294 ms (0%)","229,954 ms (0%)","226,138 ms (0%)","54"
"com.example.sns_project.service.CommentService.buildCommentHierarchy ()","294 ms (0%)","294 ms (0%)","229,660 ms (0%)","225,844 ms (0%)","54"
"org.hibernate.loader.ast.internal.CollectionBatchLoaderInPredicate.initializeKeys ()","294 ms (0%)","294 ms (0%)","8,635,589 ms (0.4%)","8,594,929 ms (0.6%)","987"
"org.hibernate.engine.internal.AbstractEntityEntry.setStatus ()","294 ms (0%)","294 ms (0%)","294 ms (0%)","294 ms (0%)","1"
"org.hibernate.engine.internal.StatefulPersistenceContext.getOrInitializeEntitiesByKey ()","294 ms (0%)","294 ms (0%)","12,594 ms (0%)","12,594 ms (0%)","2"
"org.hibernate.engine.internal.StatefulPersistenceContext.setHasNonReadOnlyEnties ()","294 ms (0%)","294 ms (0%)","294 ms (0%)","294 ms (0%)","1"
"org.mariadb.jdbc.client.socket.impl.PacketWriter.pos ()","294 ms (0%)","294 ms (0%)","294 ms (0%)","294 ms (0%)","1"
"io.micrometer.core.instrument.Tags.tagsEqual ()","287 ms (0%)","287 ms (0%)","287 ms (0%)","287 ms (0%)","2"
"org.apache.tomcat.util.http.MimeHeaders.setValue ()","287 ms (0%)","287 ms (0%)","287 ms (0%)","287 ms (0%)","1"
"com.fasterxml.jackson.databind.ObjectMapper._newReader ()","287 ms (0%)","287 ms (0%)","287 ms (0%)","287 ms (0%)","1"
"com.fasterxml.jackson.core.json.JsonWriteContext.createRootContext ()","287 ms (0%)","287 ms (0%)","287 ms (0%)","287 ms (0%)","1"
"jakarta.servlet.http.HttpServletResponseWrapper.getStatus ()","284 ms (0%)","284 ms (0%)","284 ms (0%)","284 ms (0%)","4"
"org.hibernate.sql.results.jdbc.internal.DeferredResultSetAccess.bindParameters ()","284 ms (0%)","284 ms (0%)","378 ms (0%)","378 ms (0%)","2"
"org.hibernate.event.internal.AbstractFlushingEventListener.flushEntities ()","237 ms (0%)","237 ms (0%)","1,319,838 ms (0.1%)","1,319,838 ms (0.1%)","258"
"org.apache.catalina.core.ApplicationContextFacade.getSessionCookieConfig ()","235 ms (0%)","235 ms (0%)","235 ms (0%)","235 ms (0%)","2"
"org.apache.catalina.connector.CoyoteAdapter.postParseRequest ()","206 ms (0%)","206 ms (0%)","82,332 ms (0%)","82,332 ms (0%)","23"
"org.apache.tomcat.util.buf.ByteChunk.findByte ()","206 ms (0%)","206 ms (0%)","206 ms (0%)","206 ms (0%)","1"
"io.netty.util.HashedWheelTimer$Worker.run ()","206 ms (0%)","206 ms (0%)","668,454 ms (0%)","10,794 ms (0%)","1"
"com.fasterxml.jackson.databind.util.TypeKey.equals ()","199 ms (0%)","199 ms (0%)","199 ms (0%)","199 ms (0%)","1"
"io.micrometer.observation.SimpleObservation.notifyOnEvent ()","199 ms (0%)","199 ms (0%)","459,257 ms (0%)","459,257 ms (0%)","73"
"org.apache.tomcat.util.collections.SynchronizedQueue.size ()","199 ms (0%)","199 ms (0%)","199 ms (0%)","199 ms (0%)","1"
"org.mariadb.jdbc.message.server.PrepareResultPacket.<init> ()","193 ms (0%)","193 ms (0%)","9,147 ms (0%)","9,147 ms (0%)","3"
"org.apache.catalina.connector.Response.sendAcknowledgement ()","191 ms (0%)","191 ms (0%)","191 ms (0%)","191 ms (0%)","1"
"org.apache.catalina.connector.Request.getHttpServletMapping ()","191 ms (0%)","191 ms (0%)","191 ms (0%)","191 ms (0%)","1"
"org.hibernate.engine.spi.BatchFetchQueue.addBatchLoadableCollection ()","190 ms (0%)","190 ms (0%)","576,151 ms (0%)","576,151 ms (0%)","104"
"org.apache.catalina.connector.Request.getServerName ()","184 ms (0%)","184 ms (0%)","297 ms (0%)","297 ms (0%)","2"
"com.fasterxml.jackson.databind.jsontype.impl.LaissezFaireSubTypeValidator.validateBaseType ()","119 ms (0%)","119 ms (0%)","119 ms (0%)","119 ms (0%)","1"
"org.hibernate.internal.util.collections.IdentityMap$IdentityKey.hashCode ()","115 ms (0%)","115 ms (0%)","57,566 ms (0%)","57,566 ms (0%)","17"
"org.hibernate.resource.jdbc.internal.LogicalConnectionManagedImpl.<init> ()","113 ms (0%)","113 ms (0%)","113 ms (0%)","113 ms (0%)","1"
"org.apache.coyote.http11.Http11OutputBuffer.nextRequest ()","113 ms (0%)","113 ms (0%)","113 ms (0%)","113 ms (0%)","1"
"com.fasterxml.jackson.core.sym.CharsToNameCanonicalizer$TableInfo.<init> ()","113 ms (0%)","113 ms (0%)","113 ms (0%)","113 ms (0%)","1"
"io.micrometer.core.instrument.util.TimeUtils.nanosToUnit ()","113 ms (0%)","113 ms (0%)","113 ms (0%)","113 ms (0%)","1"
"org.hibernate.query.sqm.tree.select.SqmQuerySpec.validateFetchOwners ()","113 ms (0%)","113 ms (0%)","113 ms (0%)","113 ms (0%)","3"
"org.mariadb.jdbc.client.impl.StandardClient.execute ()","113 ms (0%)","113 ms (0%)","3,452,148 ms (0.2%)","1,953,651 ms (0.1%)","1,211"
"org.apache.catalina.connector.RequestFacade.getHeaders ()","113 ms (0%)","113 ms (0%)","2,696 ms (0%)","2,696 ms (0%)","2"
"org.apache.tomcat.util.buf.StringCache.toString ()","113 ms (0%)","113 ms (0%)","127,728 ms (0%)","127,728 ms (0%)","19"
"com.fasterxml.jackson.databind.introspect.AnnotatedConstructor.call ()","113 ms (0%)","113 ms (0%)","4,036 ms (0%)","4,036 ms (0%)","2"
"io.micrometer.core.instrument.observation.DefaultMeterObservationHandler.onStart ()","113 ms (0%)","113 ms (0%)","183,317 ms (0%)","183,317 ms (0%)","29"
"com.fasterxml.jackson.databind.SerializerProvider._findExplicitUntypedSerializer ()","108 ms (0%)","108 ms (0%)","108 ms (0%)","108 ms (0%)","1"
"com.fasterxml.jackson.databind.ser.DefaultSerializerProvider.<init> ()","108 ms (0%)","108 ms (0%)","108 ms (0%)","108 ms (0%)","1"
"ch.qos.logback.classic.spi.LoggingEvent.<init> ()","107 ms (0%)","107 ms (0%)","107 ms (0%)","107 ms (0%)","1"
"io.lettuce.core.resource.DefaultEventLoopGroupProvider.createEventLoopGroup ()","107 ms (0%)","107 ms (0%)","107 ms (0%)","107 ms (0%)","1"
"org.hibernate.type.descriptor.jdbc.ClobJdbcType$1.doExtract ()","103 ms (0%)","103 ms (0%)","1,254,745 ms (0.1%)","1,254,745 ms (0.1%)","202"
"org.hibernate.engine.spi.CollectionEntry.postInitialize ()","103 ms (0%)","103 ms (0%)","574,175 ms (0%)","574,175 ms (0%)","93"
"org.apache.coyote.http11.Http11OutputBuffer.isBlocking ()","102 ms (0%)","102 ms (0%)","102 ms (0%)","102 ms (0%)","1"
"com.fasterxml.jackson.databind.cfg.CoercionConfigs.findCoercion ()","101 ms (0%)","101 ms (0%)","101 ms (0%)","101 ms (0%)","1"
"org.hibernate.internal.SessionFactoryImpl.getStatistics ()","100 ms (0%)","100 ms (0%)","100 ms (0%)","100 ms (0%)","1"
"io.swagger.v3.oas.models.PathItem.get ()","98.5 ms (0%)","98.5 ms (0%)","98.5 ms (0%)","98.5 ms (0%)","1"
"io.netty.util.HashedWheelTimer$Worker.transferTimeoutsToBuckets ()","97.5 ms (0%)","97.5 ms (0%)","97.5 ms (0%)","97.5 ms (0%)","1"
"com.fasterxml.jackson.databind.introspect.AnnotatedCreatorCollector.collect ()","96.5 ms (0%)","96.5 ms (0%)","96.5 ms (0%)","96.5 ms (0%)","1"
"com.fasterxml.jackson.databind.introspect.JacksonAnnotationIntrospector.findObjectIdInfo ()","96.4 ms (0%)","96.4 ms (0%)","96.4 ms (0%)","96.4 ms (0%)","1"
"io.netty.util.internal.shaded.org.jctools.queues.BaseMpscLinkedArrayQueue.poll ()","95.1 ms (0%)","95.1 ms (0%)","95.1 ms (0%)","95.1 ms (0%)","1"
"org.mariadb.jdbc.BasePreparedStatement.setLong ()","94.1 ms (0%)","94.1 ms (0%)","94.1 ms (0%)","94.1 ms (0%)","1"
"com.fasterxml.jackson.core.TokenStreamFactory.<init> ()","94.1 ms (0%)","94.1 ms (0%)","94.1 ms (0%)","94.1 ms (0%)","1"
"org.apache.coyote.AbstractProtocol$ConnectionHandler.getLog ()","92.0 ms (0%)","92.0 ms (0%)","92.0 ms (0%)","92.0 ms (0%)","1"
"org.hibernate.engine.internal.Cascade.cascadeAssociationNow ()","91.7 ms (0%)","91.7 ms (0%)","91.7 ms (0%)","91.7 ms (0%)","1"
"io.lettuce.core.StatefulRedisConnectionImpl.newRedisAsyncCommandsImpl ()","88.8 ms (0%)","88.8 ms (0%)","192 ms (0%)","192 ms (0%)","1"
"org.hibernate.sql.exec.internal.JdbcSelectExecutorStandardImpl$1.getEffectiveOptionalObject ()","86.9 ms (0%)","86.9 ms (0%)","86.9 ms (0%)","86.9 ms (0%)","1"
"com.fasterxml.jackson.core.util.BufferRecycler.allocByteBuffer ()","56.2 ms (0%)","56.2 ms (0%)","17,648 ms (0%)","17,648 ms (0%)","6"
"org.hibernate.internal.SessionImpl.determineAppropriateLocalCacheMode ()","25.3 ms (0%)","25.3 ms (0%)","25.3 ms (0%)","25.3 ms (0%)","1"
"org.hibernate.query.sqm.internal.SimpleSqmCopyContext.getCopy ()","25.3 ms (0%)","25.3 ms (0%)","25.3 ms (0%)","25.3 ms (0%)","1"
"org.hibernate.engine.internal.NaturalIdResolutionsImpl.removeSharedResolution ()","24.2 ms (0%)","24.2 ms (0%)","24.2 ms (0%)","24.2 ms (0%)","1"
"org.apache.tomcat.util.http.MimeHeaders.getValue ()","20.0 ms (0%)","20.0 ms (0%)","322 ms (0%)","322 ms (0%)","2"
"org.mariadb.jdbc.ServerPreparedStatement.executeBatch ()","19.0 ms (0%)","19.0 ms (0%)","105,644 ms (0%)","10,350 ms (0%)","18"
"org.apache.tomcat.util.threads.TaskThread$WrappingRunnable.run ()","0.0 ms (0%)","0.0 ms (0%)","102,585,290 ms (5.2%)","42,550,077 ms (3%)","205"
"org.apache.tomcat.util.threads.ThreadPoolExecutor$Worker.run ()","0.0 ms (0%)","0.0 ms (0%)","101,248,382 ms (5.1%)","42,550,077 ms (3%)","203"
"org.apache.tomcat.util.threads.ThreadPoolExecutor.getTask ()","0.0 ms (0%)","0.0 ms (0%)","49,999,003 ms (2.5%)","87,159 ms (0%)","3,500"
"org.apache.tomcat.util.threads.TaskQueue.take ()","0.0 ms (0%)","0.0 ms (0%)","1,416,536 ms (0.1%)","0.0 ms (0%)","46"
"io.netty.channel.nio.SelectedSelectionKeySetSelector.wakeup ()","0.0 ms (0%)","0.0 ms (0%)","25.3 ms (0%)","25.3 ms (0%)","1"
"org.apache.tomcat.util.net.NioEndpoint$Poller.run ()","0.0 ms (0%)","0.0 ms (0%)","668,454 ms (0%)","78,883 ms (0%)","1"
"io.netty.channel.nio.NioEventLoop.wakeup ()","0.0 ms (0%)","0.0 ms (0%)","25.3 ms (0%)","25.3 ms (0%)","1"
"org.apache.tomcat.util.net.Acceptor.run ()","0.0 ms (0%)","0.0 ms (0%)","668,454 ms (0%)","59,609 ms (0%)","1"
"org.apache.tomcat.util.net.NioEndpoint.serverSocketAccept ()","0.0 ms (0%)","0.0 ms (0%)","623,679 ms (0%)","14,835 ms (0%)","14"
"io.netty.util.concurrent.SingleThreadEventExecutor.execute0 ()","0.0 ms (0%)","0.0 ms (0%)","25.3 ms (0%)","25.3 ms (0%)","1"
"io.netty.util.concurrent.SingleThreadEventExecutor.execute ()","0.0 ms (0%)","0.0 ms (0%)","25.3 ms (0%)","25.3 ms (0%)","2"
"io.netty.channel.AbstractChannelHandlerContext.safeExecute ()","0.0 ms (0%)","0.0 ms (0%)","25.3 ms (0%)","25.3 ms (0%)","1"
"org.apache.catalina.core.StandardServer.await ()","0.0 ms (0%)","0.0 ms (0%)","668,454 ms (0%)","0.0 ms (0%)","1"
"io.netty.util.concurrent.FastThreadLocalRunnable.run ()","0.0 ms (0%)","0.0 ms (0%)","1,193,493 ms (0.1%)","131,858 ms (0%)","2"
"org.apache.coyote.AbstractProtocol$ConnectionHandler.process ()","0.0 ms (0%)","0.0 ms (0%)","51,217,745 ms (2.6%)","42,431,284 ms (3%)","3,466"
"org.apache.coyote.AbstractProcessorLight.process ()","0.0 ms (0%)","0.0 ms (0%)","51,187,470 ms (2.6%)","42,401,009 ms (3%)","3,464"
"org.hibernate.query.sqm.tree.from.SqmRoot.copy ()","0.0 ms (0%)","0.0 ms (0%)","25.3 ms (0%)","25.3 ms (0%)","1"
"org.apache.catalina.valves.ErrorReportValve.invoke ()","0.0 ms (0%)","0.0 ms (0%)","50,499,287 ms (2.6%)","41,712,826 ms (3%)","3,458"
"org.apache.catalina.core.StandardHostValve.invoke ()","0.0 ms (0%)","0.0 ms (0%)","50,492,581 ms (2.6%)","41,706,120 ms (3%)","3,458"
"org.apache.catalina.core.StandardContextValve.invoke ()","0.0 ms (0%)","0.0 ms (0%)","50,440,628 ms (2.6%)","41,660,839 ms (3%)","3,458"
"org.apache.catalina.core.StandardWrapperValve.invoke ()","0.0 ms (0%)","0.0 ms (0%)","50,440,436 ms (2.6%)","41,660,647 ms (3%)","3,457"
"org.apache.catalina.core.ApplicationFilterChain.internalDoFilter ()","0.0 ms (0%)","0.0 ms (0%)","50,460,574 ms (2.6%)","41,674,113 ms (3%)","27,967"
"org.hibernate.query.sqm.tree.from.SqmFromClause.<init> ()","0.0 ms (0%)","0.0 ms (0%)","25.3 ms (0%)","25.3 ms (0%)","1"
"org.hibernate.query.sqm.tree.from.SqmFromClause.copy ()","0.0 ms (0%)","0.0 ms (0%)","25.3 ms (0%)","25.3 ms (0%)","1"
"ch.qos.logback.classic.Logger.isInfoEnabled ()","0.0 ms (0%)","0.0 ms (0%)","21.1 ms (0%)","21.1 ms (0%)","2"
"org.jboss.logging.Logger.isInfoEnabled ()","0.0 ms (0%)","0.0 ms (0%)","21.1 ms (0%)","21.1 ms (0%)","1"
"org.jboss.logging.DelegatingBasicLogger.isInfoEnabled ()","0.0 ms (0%)","0.0 ms (0%)","21.1 ms (0%)","21.1 ms (0%)","1"
