"Name","Self Time","Self Time (CPU)","Total Time","Total Time (CPU)","Hits"
"org.hibernate.persister.collection.AbstractCollectionPersister.initialize ()","800 ms (0.1%)","800 ms (0.1%)","751,014 ms (0%)","658,541 ms (0.8%)","1,120"
"org.hibernate.action.internal.EntityAction.needsAfterTransactionCompletion ()","798 ms (0.1%)","798 ms (0.1%)","798 ms (0%)","798 ms (0%)","1"
"org.hibernate.type.TypeHelper.replace ()","730 ms (0.1%)","730 ms (0.1%)","9,660 ms (0%)","9,660 ms (0%)","22"
"org.hibernate.type.descriptor.jdbc.ClobJdbcType$1.doExtract ()","712 ms (0.1%)","712 ms (0.1%)","32,877 ms (0%)","32,877 ms (0%)","52"
"jakarta.servlet.http.HttpServletRequestWrapper.getPathInfo ()","708 ms (0.1%)","708 ms (0.1%)","708 ms (0%)","708 ms (0%)","2"
"io.micrometer.common.KeyValues.of ()","708 ms (0.1%)","708 ms (0.1%)","5,072 ms (0%)","5,072 ms (0%)","8"
"org.hibernate.query.sqm.tree.jpa.ParameterCollector.visitComparisonPredicate ()","707 ms (0.1%)","707 ms (0.1%)","707 ms (0%)","707 ms (0%)","1"
"org.hibernate.query.sqm.spi.BaseSemanticQueryWalker.visitJpaCompoundSelection ()","703 ms (0.1%)","703 ms (0.1%)","703 ms (0%)","703 ms (0%)","1"
"org.hibernate.sql.results.internal.domain.CircularFetchImpl$CircularFetchAssembler.assemble ()","699 ms (0.1%)","699 ms (0.1%)","699 ms (0%)","699 ms (0%)","1"
"com.fasterxml.jackson.databind.introspect.AnnotatedClassResolver.<init> ()","699 ms (0.1%)","699 ms (0.1%)","699 ms (0%)","699 ms (0%)","1"
"com.fasterxml.jackson.core.sym.CharsToNameCanonicalizer.findSymbol ()","699 ms (0.1%)","699 ms (0.1%)","699 ms (0%)","699 ms (0%)","1"
"org.hibernate.dialect.Dialect.getParameterCountLimit ()","699 ms (0.1%)","699 ms (0.1%)","699 ms (0%)","699 ms (0%)","1"
"com.fasterxml.jackson.core.util.JsonRecyclerPools$ThreadLocalPool.acquirePooled ()","699 ms (0.1%)","699 ms (0.1%)","699 ms (0%)","699 ms (0%)","2"
"org.apache.catalina.core.StandardContext.findFilterConfig ()","1,393 ms (0.2%)","696 ms (0.1%)","1,393 ms (0%)","696 ms (0%)","2"
"org.hibernate.event.internal.DefaultFlushEntityEventListener.onFlushEntity ()","683 ms (0.1%)","683 ms (0.1%)","78,076 ms (0%)","78,076 ms (0.1%)","129"
"ch.qos.logback.classic.Level.toLevel ()","631 ms (0.1%)","631 ms (0.1%)","631 ms (0%)","631 ms (0%)","2"
"io.micrometer.core.instrument.distribution.DistributionStatisticConfig$Builder.build ()","617 ms (0.1%)","617 ms (0.1%)","617 ms (0%)","617 ms (0%)","1"
"org.hibernate.internal.JdbcObserverImpl.jdbcReleaseRegistryResourcesStart ()","608 ms (0.1%)","608 ms (0.1%)","608 ms (0%)","608 ms (0%)","1"
"org.hibernate.sql.results.graph.FetchParentAccess.determineOwnedModelPartDeclaringType ()","608 ms (0.1%)","608 ms (0.1%)","608 ms (0%)","608 ms (0%)","1"
"org.apache.catalina.connector.CoyoteAdapter.normalize ()","608 ms (0.1%)","608 ms (0.1%)","608 ms (0%)","608 ms (0%)","1"
"org.mariadb.jdbc.codec.NonNullParameter.encodeText ()","606 ms (0.1%)","606 ms (0.1%)","606 ms (0%)","606 ms (0%)","1"
"org.apache.catalina.connector.RequestFacade.getContextPath ()","604 ms (0.1%)","604 ms (0.1%)","604 ms (0%)","604 ms (0%)","1"
"org.hibernate.sql.results.graph.internal.ImmutableFetchList.get ()","603 ms (0.1%)","603 ms (0.1%)","603 ms (0%)","603 ms (0%)","1"
"org.apache.tomcat.util.http.MimeHeaders.findHeader ()","600 ms (0.1%)","600 ms (0.1%)","600 ms (0%)","600 ms (0%)","1"
"org.hibernate.sql.ast.spi.SqlExpressionResolver.createColumnReferenceKey ()","600 ms (0.1%)","600 ms (0.1%)","810 ms (0%)","810 ms (0%)","2"
"org.hibernate.engine.internal.StatefulPersistenceContext.addChildParent ()","598 ms (0.1%)","598 ms (0.1%)","598 ms (0%)","598 ms (0%)","1"
"jakarta.servlet.ServletRequestWrapper.getDispatcherType ()","598 ms (0.1%)","598 ms (0.1%)","598 ms (0%)","598 ms (0%)","1"
"org.hibernate.loader.ast.internal.CollectionLoaderSingleKey$CollectionLoaderSingleKeyExecutionContext.registerLoadingEntityHolder ()","597 ms (0.1%)","597 ms (0.1%)","597 ms (0%)","597 ms (0%)","1"
"org.apache.catalina.core.StandardPipeline.isAsyncSupported ()","597 ms (0.1%)","597 ms (0.1%)","597 ms (0%)","597 ms (0%)","1"
"ch.qos.logback.classic.spi.TurboFilterList.getTurboFilterChainDecision ()","597 ms (0.1%)","597 ms (0.1%)","1,228 ms (0%)","1,228 ms (0%)","3"
"com.fasterxml.jackson.core.JsonFactory._createContentReference ()","594 ms (0.1%)","594 ms (0.1%)","594 ms (0%)","594 ms (0%)","1"
"org.hibernate.type.BasicType.forEachDisassembledJdbcValue ()","592 ms (0.1%)","592 ms (0.1%)","592 ms (0%)","592 ms (0%)","1"
"org.apache.catalina.connector.Request.setAttribute ()","592 ms (0.1%)","592 ms (0.1%)","3,898 ms (0%)","3,898 ms (0%)","6"
"io.netty.buffer.SizeClasses.pages2pageIdxFloor ()","591 ms (0.1%)","591 ms (0.1%)","591 ms (0%)","591 ms (0%)","1"
"org.hibernate.query.sqm.sql.BaseSqmToSqlAstConverter.visitSelection ()","591 ms (0.1%)","591 ms (0.1%)","1,866 ms (0%)","1,866 ms (0%)","3"
"io.netty.buffer.AbstractByteBufAllocator.directBuffer ()","589 ms (0.1%)","589 ms (0.1%)","2,089 ms (0%)","2,089 ms (0%)","6"
"org.hibernate.query.internal.ParameterMetadataImpl.visitParameters ()","586 ms (0.1%)","586 ms (0.1%)","1,374 ms (0%)","1,374 ms (0%)","2"
"org.hibernate.internal.util.collections.BoundedConcurrentHashMap$Segment.get ()","515 ms (0.1%)","515 ms (0.1%)","1,514 ms (0%)","1,514 ms (0%)","2"
"com.fasterxml.jackson.databind.introspect.AnnotatedClass.getAnnotation ()","499 ms (0.1%)","499 ms (0.1%)","499 ms (0%)","499 ms (0%)","1"
"org.apache.catalina.connector.RequestFacade.removeAttribute ()","499 ms (0.1%)","499 ms (0.1%)","2,408 ms (0%)","2,408 ms (0%)","3"
"org.hibernate.event.internal.AbstractFlushingEventListener$$Lambda$2670.0x0000000801b2ef08.accept ()","494 ms (0.1%)","494 ms (0.1%)","78,571 ms (0%)","78,571 ms (0.1%)","130"
"org.hibernate.sql.exec.spi.JdbcParameterBindings.registerParametersForEachJdbcValue ()","493 ms (0.1%)","493 ms (0.1%)","2,199 ms (0%)","2,199 ms (0%)","6"
"org.hibernate.sql.ast.internal.TableGroupJoinHelper.determineJoinForPredicateApply ()","489 ms (0.1%)","489 ms (0.1%)","489 ms (0%)","489 ms (0%)","1"
"org.mariadb.jdbc.message.ClientMessage.readPacket ()","479 ms (0.1%)","479 ms (0.1%)","365,695 ms (0%)","87,475 ms (0.1%)","548"
"org.mariadb.jdbc.message.client.QueryPacket.encode ()","475 ms (0.1%)","475 ms (0.1%)","42,519 ms (0%)","42,519 ms (0%)","59"
"org.hibernate.sql.results.graph.collection.internal.SelectEagerCollectionInitializer.resolveInstance ()","407 ms (0.1%)","407 ms (0.1%)","7,832 ms (0%)","7,832 ms (0%)","14"
"org.apache.catalina.core.ApplicationHttpRequest.recycle ()","404 ms (0.1%)","404 ms (0.1%)","404 ms (0%)","404 ms (0%)","1"
"org.hibernate.type.descriptor.java.DataHelper.determineLengthForBufferSizing ()","403 ms (0.1%)","403 ms (0.1%)","5,854 ms (0%)","5,854 ms (0%)","10"
"org.hibernate.query.sqm.internal.SqmUtil.isSelectionAssignableToResultType ()","402 ms (0.1%)","402 ms (0.1%)","402 ms (0%)","402 ms (0%)","1"
"org.apache.catalina.connector.ResponseFacade.isCommitted ()","399 ms (0.1%)","399 ms (0.1%)","399 ms (0%)","399 ms (0%)","1"
"io.micrometer.core.instrument.binder.jvm.JvmHeapPressureMetrics.lambda$monitor$3 ()","399 ms (0.1%)","399 ms (0.1%)","1,001 ms (0%)","1,001 ms (0%)","2"
"io.micrometer.core.instrument.observation.DefaultMeterObservationHandler.onStart ()","394 ms (0.1%)","394 ms (0.1%)","2,911 ms (0%)","2,911 ms (0%)","5"
"org.hibernate.query.sqm.tree.domain.SqmBasicValuedSimplePath.<init> ()","392 ms (0.1%)","392 ms (0.1%)","392 ms (0%)","392 ms (0%)","1"
"jakarta.servlet.http.HttpServletResponseWrapper.setStatus ()","387 ms (0.1%)","387 ms (0.1%)","387 ms (0%)","387 ms (0%)","5"
"org.hibernate.query.sqm.sql.BaseSqmToSqlAstConverter.createFetch ()","385 ms (0.1%)","385 ms (0.1%)","385 ms (0%)","385 ms (0%)","1"
"org.hibernate.internal.JdbcObserverImpl.jdbcExecuteBatchEnd ()","295 ms (0%)","295 ms (0%)","295 ms (0%)","295 ms (0%)","1"
"org.hibernate.engine.internal.Cascade.deleteOrphans ()","290 ms (0%)","290 ms (0%)","5,582 ms (0%)","5,582 ms (0%)","10"
"org.mariadb.jdbc.client.impl.StandardClient.readResponse ()","281 ms (0%)","281 ms (0%)","365,977 ms (0%)","87,757 ms (0.1%)","549"
"org.hibernate.collection.spi.AbstractPersistentCollection$IteratorProxy.next ()","275 ms (0%)","275 ms (0%)","275 ms (0%)","275 ms (0%)","1"
"org.hibernate.metamodel.mapping.AttributeMapping.findContainingEntityMapping ()","237 ms (0%)","237 ms (0%)","237 ms (0%)","237 ms (0%)","1"
"org.hibernate.query.sqm.spi.BaseSemanticQueryWalker.visitCteContainer ()","237 ms (0%)","237 ms (0%)","237 ms (0%)","237 ms (0%)","1"
"org.hibernate.collection.spi.PersistentSet.isSnapshotEmpty ()","209 ms (0%)","209 ms (0%)","209 ms (0%)","209 ms (0%)","2"
"org.hibernate.internal.NonContextualJdbcConnectionAccess.obtainConnection ()","205 ms (0%)","205 ms (0%)","43,064,875 ms (2.6%)","2,302 ms (0%)","19,435"
"org.mariadb.jdbc.Connection.prepareInternal ()","205 ms (0%)","205 ms (0%)","3,427 ms (0%)","3,427 ms (0%)","5"
"org.hibernate.engine.internal.Cascade.cascadeProperty ()","195 ms (0%)","195 ms (0%)","34,653 ms (0%)","34,653 ms (0%)","76"
"org.hibernate.type.descriptor.jdbc.BasicExtractor.extract ()","102 ms (0%)","102 ms (0%)","115,027 ms (0%)","115,027 ms (0.1%)","170"
"org.hibernate.engine.internal.StatefulPersistenceContext.addCollection ()","97.3 ms (0%)","97.3 ms (0%)","43,353 ms (0%)","43,353 ms (0.1%)","65"
"org.hibernate.engine.internal.StatefulPersistenceContext.processLoadedEntityHolder ()","95.0 ms (0%)","95.0 ms (0%)","17,002 ms (0%)","17,002 ms (0%)","30"
"org.hibernate.sql.exec.internal.JdbcParameterBindingsImpl.addBinding ()","95.0 ms (0%)","95.0 ms (0%)","904 ms (0%)","904 ms (0%)","3"
"org.hibernate.collection.spi.AbstractPersistentCollection.getOrphans ()","92.5 ms (0%)","92.5 ms (0%)","4,292 ms (0%)","4,292 ms (0%)","7"
"org.hibernate.engine.spi.ActionQueue.executeActions ()","21.0 ms (0%)","21.0 ms (0%)","23,754 ms (0%)","18,696 ms (0%)","84"
"org.apache.tomcat.util.threads.TaskThread$WrappingRunnable.run ()","0.0 ms (0%)","0.0 ms (0%)","59,703,414 ms (3.7%)","2,722,476 ms (3.2%)","202"
"org.apache.tomcat.util.threads.ThreadPoolExecutor$Worker.run ()","0.0 ms (0%)","0.0 ms (0%)","59,111,424 ms (3.6%)","2,719,016 ms (3.2%)","200"
"org.apache.tomcat.util.threads.ThreadPoolExecutor.runWorker ()","0.0 ms (0%)","0.0 ms (0%)","59,111,424 ms (3.6%)","2,719,016 ms (3.2%)","200"
"org.apache.tomcat.util.net.SocketProcessorBase.run ()","0.0 ms (0%)","0.0 ms (0%)","46,078,190 ms (2.8%)","2,708,906 ms (3.2%)","10,056"
"org.apache.tomcat.util.net.NioEndpoint$SocketProcessor.doRun ()","0.0 ms (0%)","0.0 ms (0%)","46,078,190 ms (2.8%)","2,708,906 ms (3.2%)","10,056"
"org.apache.coyote.AbstractProcessorLight.process ()","0.0 ms (0%)","0.0 ms (0%)","46,071,656 ms (2.8%)","2,702,372 ms (3.1%)","10,061"
"org.apache.coyote.http11.Http11Processor.service ()","0.0 ms (0%)","0.0 ms (0%)","46,071,656 ms (2.8%)","2,702,372 ms (3.1%)","10,061"
"org.apache.catalina.connector.CoyoteAdapter.service ()","0.0 ms (0%)","0.0 ms (0%)","46,049,647 ms (2.8%)","2,680,363 ms (3.1%)","10,078"
"org.apache.catalina.core.StandardEngineValve.invoke ()","0.0 ms (0%)","0.0 ms (0%)","46,041,316 ms (2.8%)","2,672,032 ms (3.1%)","10,083"
"org.apache.catalina.valves.ErrorReportValve.invoke ()","0.0 ms (0%)","0.0 ms (0%)","46,041,316 ms (2.8%)","2,672,032 ms (3.1%)","10,083"
"org.apache.catalina.core.StandardHostValve.invoke ()","0.0 ms (0%)","0.0 ms (0%)","46,041,316 ms (2.8%)","2,672,032 ms (3.1%)","10,083"
"org.apache.catalina.authenticator.AuthenticatorBase.invoke ()","0.0 ms (0%)","0.0 ms (0%)","46,039,518 ms (2.8%)","2,670,234 ms (3.1%)","10,084"
"org.apache.catalina.core.StandardContextValve.invoke ()","0.0 ms (0%)","0.0 ms (0%)","46,039,518 ms (2.8%)","2,670,234 ms (3.1%)","10,084"
"org.apache.catalina.core.StandardWrapperValve.invoke ()","0.0 ms (0%)","0.0 ms (0%)","46,039,518 ms (2.8%)","2,670,234 ms (3.1%)","10,084"
"org.apache.catalina.core.ApplicationFilterChain.doFilter ()","0.0 ms (0%)","0.0 ms (0%)","46,037,012 ms (2.8%)","2,668,425 ms (3.1%)","80,895"
"org.apache.catalina.core.ApplicationFilterChain.internalDoFilter ()","0.0 ms (0%)","0.0 ms (0%)","46,037,012 ms (2.8%)","2,668,425 ms (3.1%)","80,895"
"org.hibernate.sql.results.graph.FetchParent.resolveNavigablePath ()","0.0 ms (0%)","0.0 ms (0%)","237 ms (0%)","237 ms (0%)","1"
"org.hibernate.sql.results.graph.entity.internal.EntityResultImpl.resolveNavigablePath ()","0.0 ms (0%)","0.0 ms (0%)","237 ms (0%)","237 ms (0%)","1"
"org.hibernate.query.results.DomainResultCreationStateImpl.lambda$createFetchableConsumer$3 ()","0.0 ms (0%)","0.0 ms (0%)","237 ms (0%)","237 ms (0%)","1"
"org.hibernate.query.results.DomainResultCreationStateImpl$$Lambda$2848.0x0000000801a01438.accept ()","0.0 ms (0%)","0.0 ms (0%)","237 ms (0%)","237 ms (0%)","1"
"org.hibernate.metamodel.mapping.internal.ImmutableAttributeMappingList.forEach ()","0.0 ms (0%)","0.0 ms (0%)","237 ms (0%)","237 ms (0%)","1"
"org.hibernate.persister.entity.AbstractEntityPersister.visitFetchables ()","0.0 ms (0%)","0.0 ms (0%)","237 ms (0%)","237 ms (0%)","1"
"org.hibernate.query.results.DomainResultCreationStateImpl.visitFetches ()","0.0 ms (0%)","0.0 ms (0%)","237 ms (0%)","237 ms (0%)","1"
"org.mariadb.jdbc.plugin.codec.TimestampCodec.encodeText ()","0.0 ms (0%)","0.0 ms (0%)","310 ms (0%)","310 ms (0%)","1"
"org.mariadb.jdbc.codec.Parameter.encodeText ()","0.0 ms (0%)","0.0 ms (0%)","310 ms (0%)","310 ms (0%)","1"
"org.apache.coyote.Request.recycle ()","0.0 ms (0%)","0.0 ms (0%)","99.2 ms (0%)","99.2 ms (0%)","1"
"org.apache.coyote.http11.Http11InputBuffer.nextRequest ()","0.0 ms (0%)","0.0 ms (0%)","99.2 ms (0%)","99.2 ms (0%)","1"
"org.jboss.logging.Logger.logv ()","0.0 ms (0%)","0.0 ms (0%)","95.2 ms (0%)","95.2 ms (0%)","1"
"org.jboss.logging.DelegatingBasicLogger.tracev ()","0.0 ms (0%)","0.0 ms (0%)","95.2 ms (0%)","95.2 ms (0%)","1"
"org.apache.catalina.connector.ResponseFacade.checkCommitted ()","0.0 ms (0%)","0.0 ms (0%)","399 ms (0%)","399 ms (0%)","1"
"org.apache.catalina.connector.ResponseFacade.resetBuffer ()","0.0 ms (0%)","0.0 ms (0%)","399 ms (0%)","399 ms (0%)","1"
"jakarta.servlet.ServletResponseWrapper.resetBuffer ()","0.0 ms (0%)","0.0 ms (0%)","399 ms (0%)","399 ms (0%)","4"
"org.hibernate.query.spi.AbstractSelectionQuery.isTupleMetadataRequired ()","0.0 ms (0%)","0.0 ms (0%)","402 ms (0%)","402 ms (0%)","1"
"org.hibernate.query.spi.AbstractSelectionQuery.buildTupleMetadata ()","0.0 ms (0%)","0.0 ms (0%)","402 ms (0%)","402 ms (0%)","1"
"org.apache.tomcat.util.net.WriteBuffer.<init> ()","0.0 ms (0%)","0.0 ms (0%)","402 ms (0%)","402 ms (0%)","1"
"org.apache.tomcat.util.net.SocketWrapperBase.<init> ()","0.0 ms (0%)","0.0 ms (0%)","402 ms (0%)","402 ms (0%)","1"
"org.apache.tomcat.util.net.NioEndpoint$NioSocketWrapper.<init> ()","0.0 ms (0%)","0.0 ms (0%)","402 ms (0%)","402 ms (0%)","1"
"org.hibernate.engine.spi.CollectionEntry.isSnapshotEmpty ()","0.0 ms (0%)","0.0 ms (0%)","209 ms (0%)","209 ms (0%)","2"
"org.hibernate.event.internal.AbstractFlushingEventListener.lambda$flushCollections$0 ()","0.0 ms (0%)","0.0 ms (0%)","209 ms (0%)","209 ms (0%)","2"
"io.jsonwebtoken.impl.crypto.MacValidator.isValid ()","0.0 ms (0%)","0.0 ms (0%)","397 ms (0%)","397 ms (0%)","1"
"io.jsonwebtoken.impl.crypto.DefaultJwtSignatureValidator.isValid ()","0.0 ms (0%)","0.0 ms (0%)","397 ms (0%)","397 ms (0%)","1"
"org.hibernate.query.internal.QueryInterpretationCacheStandardImpl.resolveHqlInterpretation ()","0.0 ms (0%)","0.0 ms (0%)","515 ms (0%)","515 ms (0%)","1"
"org.hibernate.internal.AbstractSharedSessionContract.interpretHql ()","0.0 ms (0%)","0.0 ms (0%)","515 ms (0%)","515 ms (0%)","1"
"org.apache.catalina.core.ApplicationHttpRequest.removeAttribute ()","0.0 ms (0%)","0.0 ms (0%)","499 ms (0%)","499 ms (0%)","1"
"com.fasterxml.jackson.databind.AnnotationIntrospector._findAnnotation ()","0.0 ms (0%)","0.0 ms (0%)","499 ms (0%)","499 ms (0%)","1"
"com.fasterxml.jackson.databind.introspect.JacksonAnnotationIntrospector.findDeserializer ()","0.0 ms (0%)","0.0 ms (0%)","499 ms (0%)","499 ms (0%)","1"
"com.fasterxml.jackson.databind.deser.DeserializerCache.findDeserializerFromAnnotation ()","0.0 ms (0%)","0.0 ms (0%)","499 ms (0%)","499 ms (0%)","1"
"org.hibernate.event.spi.MergeContext.clear ()","0.0 ms (0%)","0.0 ms (0%)","22.6 ms (0%)","22.6 ms (0%)","1"
"org.hibernate.sql.results.graph.entity.AbstractEntityInitializer.isReadOnly ()","0.0 ms (0%)","0.0 ms (0%)","83.4 ms (0%)","83.4 ms (0%)","1"
"org.hibernate.sql.results.graph.entity.AbstractEntityInitializer.isReallyReadOnly ()","0.0 ms (0%)","0.0 ms (0%)","83.4 ms (0%)","83.4 ms (0%)","1"
"org.hibernate.sql.ast.spi.SqlExpressionResolver.resolveSqlExpression ()","0.0 ms (0%)","0.0 ms (0%)","600 ms (0%)","600 ms (0%)","1"
"org.apache.tomcat.websocket.server.WsFilter.doFilter ()","0.0 ms (0%)","0.0 ms (0%)","45,980,059 ms (2.8%)","2,611,471 ms (3%)","10,137"
"jakarta.servlet.http.HttpServlet.service ()","0.0 ms (0%)","0.0 ms (0%)","45,980,558 ms (2.8%)","2,611,971 ms (3%)","20,276"
"org.hibernate.query.sqm.sql.internal.BasicValuedPathInterpretation.from ()","0.0 ms (0%)","0.0 ms (0%)","600 ms (0%)","600 ms (0%)","1"
"org.hibernate.query.sqm.sql.BaseSqmToSqlAstConverter.lambda$visitBasicValuedPath$45 ()","0.0 ms (0%)","0.0 ms (0%)","600 ms (0%)","600 ms (0%)","1"
"org.hibernate.query.sqm.sql.BaseSqmToSqlAstConverter$$Lambda$2138.0x00000008019220f0.get ()","0.0 ms (0%)","0.0 ms (0%)","600 ms (0%)","600 ms (0%)","1"
"org.hibernate.query.sqm.sql.BaseSqmToSqlAstConverter.prepareReusablePath ()","0.0 ms (0%)","0.0 ms (0%)","600 ms (0%)","600 ms (0%)","2"
"org.hibernate.query.sqm.sql.BaseSqmToSqlAstConverter.visitBasicValuedPath ()","0.0 ms (0%)","0.0 ms (0%)","600 ms (0%)","600 ms (0%)","2"
"org.hibernate.query.sqm.tree.domain.SqmBasicValuedSimplePath.accept ()","0.0 ms (0%)","0.0 ms (0%)","600 ms (0%)","600 ms (0%)","1"
"org.hibernate.query.sqm.sql.BaseSqmToSqlAstConverter.determineValueMapping ()","0.0 ms (0%)","0.0 ms (0%)","600 ms (0%)","600 ms (0%)","3"
"org.hibernate.query.sqm.sql.BaseSqmToSqlAstConverter.consumeSingleSqmParameter ()","0.0 ms (0%)","0.0 ms (0%)","600 ms (0%)","600 ms (0%)","1"
"org.hibernate.query.sqm.sql.BaseSqmToSqlAstConverter.consumeSqmParameter ()","0.0 ms (0%)","0.0 ms (0%)","600 ms (0%)","600 ms (0%)","1"
"org.hibernate.query.sqm.sql.BaseSqmToSqlAstConverter.visitJpaCriteriaParameter ()","0.0 ms (0%)","0.0 ms (0%)","600 ms (0%)","600 ms (0%)","1"
"org.hibernate.query.sqm.tree.expression.JpaCriteriaParameter.accept ()","0.0 ms (0%)","0.0 ms (0%)","600 ms (0%)","600 ms (0%)","1"
"org.hibernate.query.sqm.sql.BaseSqmToSqlAstConverter.visitComparisonPredicate ()","0.0 ms (0%)","0.0 ms (0%)","1,201 ms (0%)","1,201 ms (0%)","4"
"org.hibernate.query.sqm.sql.BaseSqmToSqlAstConverter.visitWhereClause ()","0.0 ms (0%)","0.0 ms (0%)","1,201 ms (0%)","1,201 ms (0%)","2"
"com.example.sns_project.controller.CommentController.createComment ()","0.0 ms (0%)","0.0 ms (0%)","1,723,079 ms (0.1%)","14,112 ms (0%)","810"
"com.example.sns_project.service.CommentService$$SpringCGLIB$$0.createComment ()","0.0 ms (0%)","0.0 ms (0%)","1,723,079 ms (0.1%)","14,112 ms (0%)","810"
"org.apache.tomcat.util.http.Rfc6265CookieProcessor.parseCookieHeader ()","0.0 ms (0%)","0.0 ms (0%)","600 ms (0%)","600 ms (0%)","1"
"org.apache.catalina.connector.Request.parseCookies ()","0.0 ms (0%)","0.0 ms (0%)","600 ms (0%)","600 ms (0%)","1"
"org.apache.catalina.connector.Request.getServerCookies ()","0.0 ms (0%)","0.0 ms (0%)","600 ms (0%)","600 ms (0%)","1"
"org.apache.catalina.connector.CoyoteAdapter.parseSessionCookiesId ()","0.0 ms (0%)","0.0 ms (0%)","600 ms (0%)","600 ms (0%)","1"
"io.micrometer.core.instrument.MeterRegistry.access$1000 ()","0.0 ms (0%)","0.0 ms (0%)","617 ms (0%)","617 ms (0%)","1"
"io.micrometer.core.instrument.MeterRegistry$More.longTaskTimer ()","0.0 ms (0%)","0.0 ms (0%)","617 ms (0%)","617 ms (0%)","1"
"io.micrometer.core.instrument.LongTaskTimer$Builder.register ()","0.0 ms (0%)","0.0 ms (0%)","1,235 ms (0%)","1,235 ms (0%)","4"
"org.apache.catalina.core.StandardServer.lambda$startPeriodicLifecycleEvent$0 ()","0.0 ms (0%)","0.0 ms (0%)","896 ms (0%)","896 ms (0%)","1"
"org.hibernate.engine.transaction.internal.TransactionImpl.begin ()","0.0 ms (0%)","0.0 ms (0%)","21,566,649 ms (1.3%)","27,755 ms (0%)","9,776"
"org.hibernate.resource.transaction.backend.jdbc.internal.JdbcResourceLocalTransactionCoordinatorImpl$TransactionDriverControlImpl.begin ()","0.0 ms (0%)","0.0 ms (0%)","21,566,649 ms (1.3%)","27,755 ms (0%)","9,776"
"org.hibernate.resource.jdbc.internal.LogicalConnectionManagedImpl.begin ()","0.0 ms (0%)","0.0 ms (0%)","21,566,649 ms (1.3%)","27,755 ms (0%)","9,776"
"org.hibernate.resource.jdbc.internal.LogicalConnectionManagedImpl.getConnectionForTransactionManagement ()","0.0 ms (0%)","0.0 ms (0%)","21,515,047 ms (1.3%)","2,302 ms (0%)","9,740"
"org.hibernate.resource.jdbc.internal.LogicalConnectionManagedImpl.getPhysicalConnection ()","0.0 ms (0%)","0.0 ms (0%)","43,064,875 ms (2.6%)","2,302 ms (0%)","19,435"
"org.hibernate.resource.jdbc.internal.LogicalConnectionManagedImpl.acquireConnectionIfNeeded ()","0.0 ms (0%)","0.0 ms (0%)","43,064,875 ms (2.6%)","2,302 ms (0%)","19,435"
"org.hibernate.engine.jdbc.connections.internal.DatasourceConnectionProviderImpl.getConnection ()","0.0 ms (0%)","0.0 ms (0%)","43,064,670 ms (2.6%)","2,097 ms (0%)","19,435"
"com.zaxxer.hikari.HikariDataSource.getConnection ()","0.0 ms (0%)","0.0 ms (0%)","43,064,670 ms (2.6%)","2,097 ms (0%)","19,435"
"com.zaxxer.hikari.pool.HikariPool.getConnection ()","0.0 ms (0%)","0.0 ms (0%)","43,064,670 ms (2.6%)","2,097 ms (0%)","38,870"
"com.zaxxer.hikari.util.ConcurrentBag.borrow ()","0.0 ms (0%)","0.0 ms (0%)","43,064,670 ms (2.6%)","2,097 ms (0%)","19,435"
"org.apache.catalina.core.StandardServer$$Lambda$1319.0x000000080155d988.run ()","0.0 ms (0%)","0.0 ms (0%)","896 ms (0%)","896 ms (0%)","1"
"org.apache.tomcat.util.net.SocketWrapperBase.transfer ()","0.0 ms (0%)","0.0 ms (0%)","496 ms (0%)","496 ms (0%)","1"
"org.apache.tomcat.util.net.SocketWrapperBase.writeBlocking ()","0.0 ms (0%)","0.0 ms (0%)","496 ms (0%)","496 ms (0%)","1"
"com.example.sns_project.controller.PostController.getPostById ()","0.0 ms (0%)","0.0 ms (0%)","7,412,268 ms (0.5%)","234,776 ms (0.3%)","3,204"
"com.example.sns_project.service.PostService$$SpringCGLIB$$0.getPostById ()","0.0 ms (0%)","0.0 ms (0%)","7,417,966 ms (0.5%)","234,776 ms (0.3%)","3,206"
"org.apache.tomcat.util.net.SocketWrapperBase.write ()","0.0 ms (0%)","0.0 ms (0%)","496 ms (0%)","496 ms (0%)","1"
"com.example.sns_project.controller.AuthController.login ()","0.0 ms (0%)","0.0 ms (0%)","8,785,271 ms (0.5%)","1,441,401 ms (1.7%)","3,255"
"com.example.sns_project.service.AuthService.login ()","0.0 ms (0%)","0.0 ms (0%)","8,785,271 ms (0.5%)","1,441,401 ms (1.7%)","3,255"
"org.apache.coyote.http11.Http11OutputBuffer$SocketOutputBuffer.doWrite ()","0.0 ms (0%)","0.0 ms (0%)","496 ms (0%)","496 ms (0%)","1"
"org.apache.coyote.http11.filters.ChunkedOutputFilter.doWrite ()","0.0 ms (0%)","0.0 ms (0%)","496 ms (0%)","496 ms (0%)","1"
"com.example.sns_project.controller.CommentController.getRootComments ()","0.0 ms (0%)","0.0 ms (0%)","7,364,971 ms (0.5%)","69,986 ms (0.1%)","3,224"
"com.example.sns_project.service.CommentService$$SpringCGLIB$$0.getRootComments ()","0.0 ms (0%)","0.0 ms (0%)","7,364,971 ms (0.5%)","69,986 ms (0.1%)","3,224"
"org.apache.coyote.http11.Http11OutputBuffer.doWrite ()","0.0 ms (0%)","0.0 ms (0%)","496 ms (0%)","496 ms (0%)","1"
